sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,modo_empleo,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,estado
AB-CN-050,CERUFA Negra,,CERUFA Negra 5 Gal,AB-CN,5 Gal,,calzado,,,0,1,,2213020228,cerufa-negra-5-gal,products/cerufa-negra/050-01.jpg,products/cerufa-negra/050-02.jpg|products/cerufa-negra/050-03.jpg,ACABADO Y SELLADOR PARA CANTOS Y SUELAS,Acabado uniforme Alto cubrimiento Gran poder de coloración Permite pulido brillante,"Preparar: Lijar la superficie y retirar el polvillo. 2. Aplicar: Aplicar capa abundante y uniforme con brocha, espuma o dedal. 3. Secado: Aplicar segunda capa antes de que la primera seque completamente si se requiere. 4. Unir: Una vez seco, pulir con paño, disco o emulsión para mayor brillo.",,,,,ð Producto no clasificado como peligroso según SGA,Usar en condiciones normales de trabajo. Evitar contacto prolongado con la piel y mantener fuera del alcance de niños.,1
AB-CC-375,CERUFA Café,,CERUFA Café 375cc,AB-CC,375cc,,calzado,,,0,1,,2213020104,cerufa-cafe-375cc,products/cerufa-cafe/375-01.jpg,products/cerufa-cafe/375-02.jpg|products/cerufa-cafe/375-03.jpg,ACABADO Y SELLADOR PARA CANTOS Y SUELAS,Acabado uniforme Alto cubrimiento Gran poder de coloración Permite pulido brillante,"Preparar: Lijar la superficie y retirar el polvillo. 2. Aplicar: Aplicar capa abundante y uniforme con brocha, espuma o dedal. 3. Secado: Aplicar segunda capa antes de que la primera seque completamente si se requiere. 4. Unir: Una vez seco, pulir con paño, disco o emulsión para mayor brillo.",,,,,ð Producto no clasificado como peligroso según SGA,Usar en condiciones normales de trabajo. Evitar contacto prolongado con la piel y mantener fuera del alcance de niños.,1
AB-CC-036,CERUFA Café,,CERUFA Café 3.6L,AB-CC,3.6L,,calzado,,,0,1,,2213020118,cerufa-cafe-3-6l,products/cerufa-cafe/036-01.jpg,products/cerufa-cafe/036-02.jpg|products/cerufa-cafe/036-03.jpg,ACABADO Y SELLADOR PARA CANTOS Y SUELAS,Acabado uniforme Alto cubrimiento Gran poder de coloración Permite pulido brillante,"Preparar: Lijar la superficie y retirar el polvillo. 2. Aplicar: Aplicar capa abundante y uniforme con brocha, espuma o dedal. 3. Secado: Aplicar segunda capa antes de que la primera seque completamente si se requiere. 4. Unir: Una vez seco, pulir con paño, disco o emulsión para mayor brillo.",,,,,ð Producto no clasificado como peligroso según SGA,Usar en condiciones normales de trabajo. Evitar contacto prolongado con la piel y mantener fuera del alcance de niños.,1
AB-CC-050,CERUFA Café,,CERUFA Café 5 Gal,AB-CC,5 Gal,,calzado,,,0,1,,2213020128,cerufa-cafe-5-gal,products/cerufa-cafe/050-01.jpg,products/cerufa-cafe/050-02.jpg|products/cerufa-cafe/050-03.jpg,ACABADO Y SELLADOR PARA CANTOS Y SUELAS,Acabado uniforme Alto cubrimiento Gran poder de coloración Permite pulido brillante,"Preparar: Lijar la superficie y retirar el polvillo. 2. Aplicar: Aplicar capa abundante y uniforme con brocha, espuma o dedal. 3. Secado: Aplicar segunda capa antes de que la primera seque completamente si se requiere. 4. Unir: Una vez seco, pulir con paño, disco o emulsión para mayor brillo.",,,,,ð Producto no clasificado como peligroso según SGA,Usar en condiciones normales de trabajo. Evitar contacto prolongado con la piel y mantener fuera del alcance de niños.,1
EM-EM-375,EMULSION,,EMULSION 375cc,EM-EM,375cc,,calzado,Acabado,,0,1,,2214030104,emulsion-375cc,products/emulsion/375-01.jpg,products/emulsion/375-02.jpg|products/emulsion/375-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,Lije la suela en crupón con un pomo fijo. • Limpie el polvillo de la lijada.,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-EM-036,EMULSION,,EMULSION 3.6L,EM-EM,3.6L,,calzado,Acabado,,0,1,,2214030118,emulsion-3-6l,products/emulsion/036-01.jpg,products/emulsion/036-02.jpg|products/emulsion/036-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,Lije la suela en crupón con un pomo fijo. • Limpie el polvillo de la lijada.,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-DU-375,EMULSION  Durazno,,EMULSION  Durazno 375cc,EM-DU,375cc,,calzado,Acabado,,0,1,,2214030104,emulsion-durazno-375cc,products/emulsion-durazno/375-01.jpg,products/emulsion-durazno/375-02.jpg|products/emulsion-durazno/375-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-DU-036,EMULSION  Durazno,,EMULSION  Durazno 3.6L,EM-DU,3.6L,,calzado,Acabado,,0,1,,2214030118,emulsion-durazno-3-6l,products/emulsion-durazno/036-01.jpg,products/emulsion-durazno/036-02.jpg|products/emulsion-durazno/036-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-NT-375,EMULSION  Natural,,EMULSION  Natural 375cc,EM-NT,375cc,,calzado,Acabado,,0,1,,2214030104,emulsion-natural-375cc,products/emulsion-natural/375-01.jpg,products/emulsion-natural/375-02.jpg|products/emulsion-natural/375-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-NT-036,EMULSION  Natural,,EMULSION  Natural 3.6L,EM-NT,3.6L,,calzado,Acabado,,0,1,,2214030118,emulsion-natural-3-6l,products/emulsion-natural/036-01.jpg,products/emulsion-natural/036-02.jpg|products/emulsion-natural/036-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-NG-375,EMULSION  Negra,,EMULSION  Negra 375cc,EM-NG,375cc,,calzado,Acabado,,0,1,,2214030104,emulsion-negra-375cc,products/emulsion-negra/375-01.jpg,products/emulsion-negra/375-02.jpg|products/emulsion-negra/375-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-NG-036,EMULSION  Negra,,EMULSION  Negra 3.6L,EM-NG,3.6L,,calzado,Acabado,,0,1,,2214030118,emulsion-negra-3-6l,products/emulsion-negra/036-01.jpg,products/emulsion-negra/036-02.jpg|products/emulsion-negra/036-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-CF-375,EMULSION  Café,,EMULSION  Café 375cc,EM-CF,375cc,,calzado,Acabado,,0,1,,2214030104,emulsion-cafe-375cc,products/emulsion-cafe/375-01.jpg,products/emulsion-cafe/375-02.jpg|products/emulsion-cafe/375-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
EM-CF-036,EMULSION  Café,,EMULSION  Café 3.6L,EM-CF,3.6L,,calzado,Acabado,,0,1,,2214030118,emulsion-cafe-3-6l,products/emulsion-cafe/036-01.jpg,products/emulsion-cafe/036-02.jpg|products/emulsion-cafe/036-03.jpg,"ACABADO PARA SUELAS, TACONES Y CANTOS",Brillo natural espontáneo Aplicación  versátil Realza al pulir Para plantas y cantos,"Preparar: Lije la suela en crupón con un pomo fijo. Limpie el polvillo de la lijada. 2. Aplicar: Aplique una capa abundante y uniforme con espuma (esponja), brocha fina o pistola. En materiales muy porosos, aplique segunda mano antes de que la primera seque completamente. 3. Secado: Not in source. 4",,,,GHS07,H320: Provoca irritación ocular. H335: Puede irritar las vías respiratorias.,P261: Evitar respirar polvos/humos/gases/nieblas/vapores/aerosoles. P264: Lavarse la piel concienzudamente tras la manipulación. P271: Utilizar únicamente en exteriores o lugar bien ventilado. P403+P233+P235: Almacenar en lugar fresco y bien ventilad,1
AU-A7-750,ACTIVADOR I-777S,,ACTIVADOR I-777S 750cc,AU-A7,750cc,,Calzado,Auxiliares,,0,1,,331010409,activador-i-777s-750cc,products/activador-i-777s/750-01.jpg,products/activador-i-777s/750-02.jpg|products/activador-i-777s/750-03.jpg,ACTIVADOR DE SUPERFICIES PARA ADHESIVOS,Compatible con múltiples materiales Alta penetración Mejora el anclaje de adhesivos Optimiza la adhesión,"Preparar: Limpiar materiales con solvente para eliminar grasa y desmol- dantes. 2. Aplicar: Aplicar una capa de activador y dejar actuar mínimo 20 min (máx. 24 h). 3. Secado: Respetar tiempos según material. 4. Unir: Aplicar adhesivo según sistema. Notas: PVC, PU y similares solo requieren limpieza.",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H319: Irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilida,"P210: Mantener alejado de calor o chispas. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire",1
AU-A7-036,ACTIVADOR I-777S,,ACTIVADOR I-777S 3.6L,AU-A7,3.6L,,Calzado,Auxiliares,,0,1,,331010418,activador-i-777s-3-6l,products/activador-i-777s/036-01.jpg,products/activador-i-777s/036-02.jpg|products/activador-i-777s/036-03.jpg,ACTIVADOR DE SUPERFICIES PARA ADHESIVOS,Compatible con múltiples materiales Alta penetración Mejora el anclaje de adhesivos Optimiza la adhesión,"Preparar: Limpiar materiales con solvente para eliminar grasa y desmol- dantes. 2. Aplicar: Aplicar una capa de activador y dejar actuar mínimo 20 min (máx. 24 h). 3. Secado: Respetar tiempos según material. 4. Unir: Aplicar adhesivo según sistema. Notas: PVC, PU y similares solo requieren limpieza.",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H319: Irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilida,"P210: Mantener alejado de calor o chispas. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire",1
AU-A7-045,ACTIVADOR I-777S,,ACTIVADOR I-777S 4.5 Gal,AU-A7,4.5 Gal,,Calzado,Auxiliares,,0,1,,331010427,activador-i-777s-4-5-gal,products/activador-i-777s/045-01.jpg,products/activador-i-777s/045-02.jpg|products/activador-i-777s/045-03.jpg,ACTIVADOR DE SUPERFICIES PARA ADHESIVOS,Compatible con múltiples materiales Alta penetración Mejora el anclaje de adhesivos Optimiza la adhesión,"Preparar: Limpiar materiales con solvente para eliminar grasa y desmol- dantes. 2. Aplicar: Aplicar una capa de activador y dejar actuar mínimo 20 min (máx. 24 h). 3. Secado: Respetar tiempos según material. 4. Unir: Aplicar adhesivo según sistema. Notas: PVC, PU y similares solo requieren limpieza.",,Para más información consulte en www.grupoincap.com.co,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H319: Irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilida,"P210: Mantener alejado de calor o chispas. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire",1
CO-FL-003,INCAFLEX,,INCAFLEX 3L,CO-FL,3L,,Calzado,Marroquinería,,0,1,,1111080117,incaflex-3l,products/incaflex/003-01.jpg,products/incaflex/003-02.jpg|products/incaflex/003-03.jpg,UNIÓN ESTRUCTURAL PARA CALZADO,Alta resistencia final Versátil en materiales Buena brochabilidad Compatible con EVA,"Preparar: retire polvo, grasa o contaminantes",,,,,,,
CO-FL-045,INCAFLEX,,INCAFLEX 4.5 Gal,CO-FL,4.5 Gal,,Calzado,Marroquinería,,0,1,,1111080127,incaflex-4-5-gal,products/incaflex/045-01.jpg,products/incaflex/045-02.jpg|products/incaflex/045-03.jpg,UNIÓN ESTRUCTURAL PARA CALZADO,Alta resistencia final Versátil en materiales Buena brochabilidad Compatible con EVA,"Preparar: retire polvo, grasa o contaminantes",,,,,,,
CO-FL-530,INCAFLEX,,INCAFLEX 53 Gal,CO-FL,53 Gal,,Calzado,Marroquinería,,0,1,,1111080152,incaflex-53-gal,products/incaflex/530-01.jpg,products/incaflex/530-02.jpg|products/incaflex/530-03.jpg,UNIÓN ESTRUCTURAL PARA CALZADO,Alta resistencia final Versátil en materiales Buena brochabilidad Compatible con EVA,"Preparar: retire polvo, grasa o contaminantes",,,,,,,
AB-LC-750,INCALAC,,INCALAC 750cc,AB-LC,750cc,,calzado y marroquineria,acabado,,0,1,,2218050109,incalac-750cc,products/incalac/750-01.jpg,products/incalac/750-02.jpg|products/incalac/750-03.jpg,LACADO BRILLANTE PARA CUERO - BASE SOLVENTE,Viscosidad baja Flexible Lustre intenso y espontáneo Ideal calzado y marroquinería,"Preparar: Limpie la superficie del cuero utilizando Lavador Súper para asegurar la adherencia. 2. Aplicar: Aplique una capa uniforme. Se puede usar espuma (esponja) o brocha fina, pero se recomienda preferiblemente pistola. 3. Secado: Si el material absorbe mucho (cueros porosos), deje secar complet",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores muy inflamables. H302+H332: Nocivo en caso de ingestión o inhalación. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares,P210: Mantener alejado del calor y chispas. No fumar. P240: Conectar a tierra el recipiente y el equipo receptor (riesgo estático). P280: Usar guantes y equipo de protección para ojos y cara obligatorios. P301+P310: EN CASO DE INGESTIÓN: Llamar inmed,1
AB-LC-003,INCALAC,,INCALAC 3L,AB-LC,3L,,calzado y marroquineria,acabado,,0,1,,2218050117,incalac-3l,products/incalac/003-01.jpg,products/incalac/003-02.jpg|products/incalac/003-03.jpg,LACADO BRILLANTE PARA CUERO - BASE SOLVENTE,Viscosidad baja Flexible Lustre intenso y espontáneo Ideal calzado y marroquinería,"Preparar: Limpie la superficie del cuero utilizando Lavador Súper para asegurar la adherencia. 2. Aplicar: Aplique una capa uniforme. Se puede usar espuma (esponja) o brocha fina, pero se recomienda preferiblemente pistola. 3. Secado: Si el material absorbe mucho (cueros porosos), deje secar complet",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores muy inflamables. H302+H332: Nocivo en caso de ingestión o inhalación. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares,P210: Mantener alejado del calor y chispas. No fumar. P240: Conectar a tierra el recipiente y el equipo receptor (riesgo estático). P280: Usar guantes y equipo de protección para ojos y cara obligatorios. P301+P310: EN CASO DE INGESTIÓN: Llamar inmed,1
AB-LT-750,INCALAC Transparente,,INCALAC Transparente 750cc,AB-LT,750cc,,calzado y marroquineria,acabado,,0,1,,2218050109,incalac-transparente-750cc,products/incalac-transparente/750-01.jpg,products/incalac-transparente/750-02.jpg|products/incalac-transparente/750-03.jpg,LACADO BRILLANTE PARA CUERO - BASE SOLVENTE,Viscosidad baja Flexible Lustre intenso y espontáneo Ideal calzado y marroquinería,"Preparar: Limpie la superficie del cuero utilizando Lavador Súper para asegurar la adherencia. 2. Aplicar: Aplique una capa uniforme. Se puede usar espuma (esponja) o brocha fina, pero se recomienda preferiblemente pistola. 3. Secado: Si el material absorbe mucho (cueros porosos), deje secar complet",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores muy inflamables. H302+H332: Nocivo en caso de ingestión o inhalación. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares,P210: Mantener alejado del calor y chispas. No fumar. P240: Conectar a tierra el recipiente y el equipo receptor (riesgo estático). P280: Usar guantes y equipo de protección para ojos y cara obligatorios. P301+P310: EN CASO DE INGESTIÓN: Llamar inmed,1
AB-LT-003,INCALAC Transparente,,INCALAC Transparente 3L,AB-LT,3L,,calzado y marroquineria,acabado,,0,1,,2218050117,incalac-transparente-3l,products/incalac-transparente/003-01.jpg,products/incalac-transparente/003-02.jpg|products/incalac-transparente/003-03.jpg,LACADO BRILLANTE PARA CUERO - BASE SOLVENTE,Viscosidad baja Flexible Lustre intenso y espontáneo Ideal calzado y marroquinería,"Preparar: Limpie la superficie del cuero utilizando Lavador Súper para asegurar la adherencia. 2. Aplicar: Aplique una capa uniforme. Se puede usar espuma (esponja) o brocha fina, pero se recomienda preferiblemente pistola. 3. Secado: Si el material absorbe mucho (cueros porosos), deje secar complet",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores muy inflamables. H302+H332: Nocivo en caso de ingestión o inhalación. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares,P210: Mantener alejado del calor y chispas. No fumar. P240: Conectar a tierra el recipiente y el equipo receptor (riesgo estático). P280: Usar guantes y equipo de protección para ojos y cara obligatorios. P301+P310: EN CASO DE INGESTIÓN: Llamar inmed,1
AB-LN-750,INCALAC Negro,,INCALAC Negro 750cc,AB-LN,750cc,,calzado y marroquineria,acabado,,0,1,,2218050109,incalac-negro-750cc,products/incalac-negro/750-01.jpg,products/incalac-negro/750-02.jpg|products/incalac-negro/750-03.jpg,LACADO BRILLANTE PARA CUERO - BASE SOLVENTE,Viscosidad baja Flexible Lustre intenso y espontáneo Ideal calzado y marroquinería,"Preparar: Limpie la superficie del cuero utilizando Lavador Súper para asegurar la adherencia. 2. Aplicar: Aplique una capa uniforme. Se puede usar espuma (esponja) o brocha fina, pero se recomienda preferiblemente pistola. 3. Secado: Si el material absorbe mucho (cueros porosos), deje secar complet",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores muy inflamables. H302+H332: Nocivo en caso de ingestión o inhalación. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares,P210: Mantener alejado del calor y chispas. No fumar. P240: Conectar a tierra el recipiente y el equipo receptor (riesgo estático). P280: Usar guantes y equipo de protección para ojos y cara obligatorios. P301+P310: EN CASO DE INGESTIÓN: Llamar inmed,1
AB-LN-003,INCALAC Negro,,INCALAC Negro 3L,AB-LN,3L,,calzado y marroquineria,acabado,,0,1,,2218050117,incalac-negro-3l,products/incalac-negro/003-01.jpg,products/incalac-negro/003-02.jpg|products/incalac-negro/003-03.jpg,LACADO BRILLANTE PARA CUERO - BASE SOLVENTE,Viscosidad baja Flexible Lustre intenso y espontáneo Ideal calzado y marroquinería,"Preparar: Limpie la superficie del cuero utilizando Lavador Súper para asegurar la adherencia. 2. Aplicar: Aplique una capa uniforme. Se puede usar espuma (esponja) o brocha fina, pero se recomienda preferiblemente pistola. 3. Secado: Si el material absorbe mucho (cueros porosos), deje secar complet",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores muy inflamables. H302+H332: Nocivo en caso de ingestión o inhalación. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares,P210: Mantener alejado del calor y chispas. No fumar. P240: Conectar a tierra el recipiente y el equipo receptor (riesgo estático). P280: Usar guantes y equipo de protección para ojos y cara obligatorios. P301+P310: EN CASO DE INGESTIÓN: Llamar inmed,1
CO-PR-375,PROFESIONAL INCOLORO,,PROFESIONAL INCOLORO 375cc,CO-PR,375cc,,"calzado, carpinteria y tapiceria",multiusos,,0,1,,1111200404,profesional-incoloro-375cc,products/profesional-incoloro/375-01.jpg,products/profesional-incoloro/375-02.jpg|products/profesional-incoloro/375-03.jpg,ADHESIVO MULTIUSOS - ACABADO TRANSPARENTE,Multiusos Incoloro Amplio tiempo abierto Buena brochabilidad,"Preparar: Las superficies deben estar libres de polvo, grasas, tintas y aceites. Se recomienda que estén ligeramente ásperas (lijadas). 2. Aplicar: Extienda con cepillo, brocha o espátula sobre ambas caras (en absorbentes aplique dos manos). 3. Secado: Realice el pegue en un intervalo de 10 a 50 min",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores inflamables o muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H335/H336: Puede irritar las v,"P210: Mantener alejado del calor, chispas y llamas. No fumar. P280: Llevar guantes, prendas, gafas y máscara de protección. P301+P310: EN CASE DE INGESTIÓN: Llamar inmediatamente a un médico. NO provocar vómito. P305+P351+P338: EN CASO DE CONTACTO CO",1
CO-PR-750,PROFESIONAL INCOLORO,,PROFESIONAL INCOLORO 750cc,CO-PR,750cc,,"calzado, carpinteria y tapiceria",multiusos,,0,1,,1111200409,profesional-incoloro-750cc,products/profesional-incoloro/750-01.jpg,products/profesional-incoloro/750-02.jpg|products/profesional-incoloro/750-03.jpg,ADHESIVO MULTIUSOS - ACABADO TRANSPARENTE,Multiusos Incoloro Amplio tiempo abierto Buena brochabilidad,"Preparar: Las superficies deben estar libres de polvo, grasas, tintas y aceites. Se recomienda que estén ligeramente ásperas (lijadas). 2. Aplicar: Extienda con cepillo, brocha o espátula sobre ambas caras (en absorbentes aplique dos manos). 3. Secado: Realice el pegue en un intervalo de 10 a 50 min",,,,GHS02|GHS05|GHS07|GHS08,H225/H226: Líquidos y vapores inflamables o muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H335/H336: Puede irritar las v,"P210: Mantener alejado del calor, chispas y llamas. No fumar. P280: Llevar guantes, prendas, gafas y máscara de protección. P301+P310: EN CASE DE INGESTIÓN: Llamar inmediatamente a un médico. NO provocar vómito. P305+P351+P338: EN CASO DE CONTACTO CO",1
